092年05月05日 至 110年03月17日 除權除息計算結果表,,,,,,,,,,,,,,
資料日期,股票代號,股票名稱,除權息前收盤價,除權息參考價,權值+息值,權/息,漲停價格,跌停價格,開盤競價基準,減除股利參考價,詳細資料,最近一次申報資料 季別/日期,最近一次申報每股 (單位)淨值,最近一次申報每股 (單位)盈餘
92年07月25日,9917,中保科,29.9,27.21,2.69,權息,29.1,25.4,27.2,27.21,除權息資料,109年第3季,23.96,3.77
92年07月28日,1231,聯華食,11,10.5,0.5,息,11.2,9.8,10.5,10.5,除權息資料,109年第3季,20.67,2.38
92年07月28日,1702,南僑,6.15,6,0.15,權,6.4,5.6,6,6,除權息資料,109年第3季,24.3,2.59
92年07月28日,1715,萬洲,6.6,6.44,0.152666,息,6.85,6,6.45,6.44,除權息資料,106年第2季,14.07,0.06
92年07月28日,2029,盛餘,46.5,46.03,0.47,權,49.2,42.9,46,46.03,除權息資料,109年第3季,26.93,0.13
92年07月28日,2436,偉詮電,30,25.95,4.05,權息,27.7,24.2,26,25.95,除權息資料,109年第4季,18.09,1.94
92年07月28日,2495,普安,128.5,111.26,17.24,權息,119,103.5,111.5,111.26,除權息資料,109年第3季,14.49,-0.27
92年07月28日,3008,大立光,253,221.28,31.72,權息,236,206,221,221.28,除權息資料,109年第4季,"1,049.66",182.9
92年07月28日,3059,華晶科,97,78.22,18.78,權息,83.5,73,78,78.22,除權息資料,109年第3季,31.19,0.46
92年07月29日,1455,集盛,11.05,10.24,0.81,權息,10.95,9.55,10.25,10.24,除權息資料,109年第3季,11.63,-0.56
92年07月29日,1538,正峰,42.3,41.13,1.17,權息,44,38.3,41.1,41.13,除權息資料,109年第3季,8.36,1.84
92年07月29日,1726,永記,40.5,37.59,2.91,權息,40.2,35,37.6,37.59,除權息資料,109年第3季,52.22,3.73
92年07月29日,2324,仁寶,60.5,51.23,9.27,權息,54.5,47.7,51,51.23,除權息資料,109年第3季,23.64,1.1
92年07月29日,3038,全台,40.5,36.57,3.93,權息,39.1,34.1,36.6,36.57,除權息資料,109年第3季,12.7,1.39
92年07月29日,3047,訊舟,18,16.3,1.7,權,17.4,15.2,16.3,16.3,除權息資料,109年第3季,11.7,0.56
92年07月30日,1235,興泰,22.1,20.09,2.01,權息,21.4,18.7,20.1,20.09,除權息資料,109年第3季,26.08,0.83
92年07月30日,1311,福聚,30.6,29.7,0.9,權,31.7,27.7,29.7,29.7,除權息資料,,,
92年07月30日,1608,華榮,7.25,6.71,0.54,權息,7.15,6.25,6.7,6.71,除權息資料,109年第3季,14.97,-0.3
92年07月30日,2355,敬鵬,26.9,23.42,3.48,權息,25,21.8,23.4,23.42,除權息資料,109年第3季,37.98,-0.14
92年07月30日,2386,國電,112,95.04,16.96,權息,101.5,88.5,95,95.04,除權息資料,,,
92年07月30日,2412,中華電,52.5,48.5,4,息,51.5,45.2,48.5,48.5,除權息資料,109年第4季,48.72,4.31
92年07月30日,2431,聯昌,15,13.85,1.1523,權息,14.8,12.9,13.85,13.85,除權息資料,109年第3季,12.32,0.4
92年07月30日,2456,奇力新,18,17.2,0.8,息,18.4,16,17.2,17.2,除權息資料,109年第3季,95.92,5.45
92年07月30日,3002,歐格,27.1,24.58,2.52,權,26.3,22.9,24.6,24.58,除權息資料,109年第3季,12.08,0.48
92年07月30日,3007,綠點,82,71.88,10.12,權息,76.5,67,72,71.88,除權息資料,,,
92年07月30日,3014,聯陽,27.1,23.97,3.1318,權息,25.6,22.3,24,23.97,除權息資料,109年第4季,29.86,5.83
92年07月31日,1303,南亞,40.6,38.3,2.3,權,40.9,35.7,38.3,38.3,除權息資料,109年第3季,39.83,1.71
92年07月31日,1521,大億,35.1,33.6,1.5,息,35.9,31.3,33.6,33.6,除權息資料,109年第3季,22.21,1.29
92年07月31日,1712,興農,7.05,6.85,0.2,息,7.3,6.4,6.85,6.85,除權息資料,109年第3季,16.92,1.41
92年07月31日,2375,凱美,12.65,12.02,0.63,權息,12.85,11.2,12,12.02,除權息資料,109年第3季,54.11,2.39
92年07月31日,2394,普立爾,56,49.14,6.86,權息,52.5,45.8,49.1,49.14,除權息資料,,,
92年07月31日,2418,雅新,49.4,37.53,11.87119,權息,40.1,35,37.5,37.53,除權息資料,,,
92年07月31日,2418S,雅新乙,51,39.05,11.95,權,41.7,36.4,39.1,39.05,除權息資料,,,
92年07月31日,2418V,雅新戊,48.5,37.21,11.29,權,39.8,34.7,37.2,37.21,除權息資料,,,
92年07月31日,2480,敦陽科,36.4,31.81,4.59,權息,34,29.6,31.8,31.81,除權息資料,109年第4季,26.6,4.68
92年07月31日,2485,兆赫,41,37.99,3.01,權息,40.6,35.4,38,37.99,除權息資料,109年第3季,20.64,-0.1
92年07月31日,2488,漢平,27.7,24.89,2.81,權息,26.6,23.2,24.9,24.89,除權息資料,109年第4季,25.76,2.27
92年07月31日,2612,中航,7.6,7.5,0.1,息,8,7,7.5,7.5,除權息資料,109年第3季,49.62,1.71
92年07月31日,2883A,開發特,18,17.16,0.832,息,18.3,16,17.2,17.16,除權息資料,109年第3季,12.69,0.6
92年07月31日,3033,威健,25.7,22.26,3.44,權息,23.8,20.8,22.3,22.26,除權息資料,109年第3季,16.02,1.44
92年07月31日,3046,建��,41.5,35.63,5.8739,權息,38.1,33.2,35.6,35.63,除權息資料,109年第3季,7.62,-1.01
92年07月31日,3056,總太,21.5,20.38,1.12,權,21.8,19,20.4,20.38,除權息資料,109年第3季,20.99,1.03
92年07月31日,9904,寶成,41.1,35.2,5.9,權息,37.6,32.8,35.2,35.2,除權息資料,109年第3季,40.77,1.36
92年08月01日,2357,華碩,112,97.16,14.84,權息,103.5,90.5,97,97.16,除權息資料,109年第3季,247.4,22.5
92年08月01日,2395,研華,57.5,48.24,9.26617,權息,51.5,44.9,48.2,48.24,除權息資料,109年第4季,44.56,9.4
92年08月01日,2463,研揚,23.9,22.95,0.95,權息,24.5,21.4,23,22.95,除權息資料,,,
92年08月01日,2616,山隆,14.15,13.65,0.5,息,14.6,12.7,13.65,13.65,除權息資料,109年第3季,34.98,2.28
92年08月04日,1319,東陽,50.5,48.1,2.4,權息,51,44.8,48.1,48.1,除權息資料,109年第3季,36.24,1.07
92年08月04日,1523,開億,35.9,34.45,1.45,權息,36.8,32.1,34.5,34.45,除權息資料,,,
92年08月04日,2362,藍天,14.6,14.15,0.45,權,15.1,13.2,14.15,14.15,除權息資料,109年第3季,65.35,0.53
92年08月04日,2365,昆盈,40.8,38.11,2.6977,權息,40.7,35.5,38.1,38.11,除權息資料,109年第3季,13.47,0.49
92年08月04日,2460,建通,43.6,37.05,6.55,權息,39.6,34.5,37.1,37.05,除權息資料,109年第3季,12.69,-0.34
92年08月04日,2611,志信,7.35,6.85,0.5,息,7.3,6.4,6.85,6.85,除權息資料,109年第3季,12.79,-1.34
92年08月04日,2886,兆豐金,16.5,15.48,1.02,權息,16.5,14.4,15.5,15.48,除權息資料,109年第3季,23.52,1.39
92年08月04日,3010,華立,63.5,54.93,8.57,權息,58.5,51.5,55,54.93,除權息資料,109年第3季,51.85,6.14
92年08月04日,3062,建漢,72,51.65,20.35,權息,55,48.1,51.5,51.65,除權息資料,109年第3季,16.29,-0.02
92年08月05日,1510,台安,9.7,9.5,0.2,權,10.15,8.85,9.5,9.5,除權息資料,,,
92年08月05日,2353,宏��,56,47.88,8.127,權息,51,44.6,47.9,47.88,除權息資料,109年第3季,19.16,1.34
92年08月05日,2452,乾坤,34.3,29.95,4.35,權息,32,27.9,30,29.95,除權息資料,,,
92年08月05日,2501,國建,9.75,9.22,0.53,權,9.85,8.6,9.2,9.22,除權息資料,109年第3季,19.97,0.33
92年08月05日,2526,大陸,12.05,11.02,1.03,權息,11.75,10.25,11,11.02,除權息資料,,,
92年08月05日,2605,新興,15.5,13.82,1.68,權息,14.75,12.9,13.8,13.82,除權息資料,109年第3季,25.69,0.6
92年08月05日,2607,榮運,10.6,10.2,0.4,息,10.9,9.5,10.2,10.2,除權息資料,109年第3季,21.12,0.51
92年08月05日,4906,正文,87,69.02,17.98,權息,73.5,64.5,69,69.02,除權息資料,109年第3季,25.78,3.54
92年08月06日,1324,地球,13.1,11.62,1.48,權息,12.4,10.85,11.6,11.62,除權息資料,109年第3季,12.78,0.16
92年08月06日,1725,元禎,25,22.06,2.94,權息,23.6,20.6,22.1,22.06,除權息資料,109年第3季,17.58,0.81
92年08月06日,2009,第一銅,7.65,7.56,0.09,權息,8.05,7.05,7.55,7.56,除權息資料,109年第3季,10.13,-0.01
92年08月06日,2030,彰源,15.6,14.66,0.94,權息,15.6,13.65,14.65,14.66,除權息資料,109年第3季,13.46,0.01
92年08月06日,2321,東訊,12.85,12.15,0.7044,權息,13,11.3,12.15,12.15,除權息資料,109年第3季,2.43,-0.81
92年08月06日,2338,光罩,18.6,18.56,0.04,權,19.8,17.3,18.6,18.56,除權息資料,109年第3季,14.47,0.92
92年08月06日,2413,環科,20.5,19.59,0.91,權息,20.9,18.3,19.6,19.59,除權息資料,109年第3季,11.89,-0.27
92年08月06日,2448,晶電,47.2,38.6,8.6,權息,41.3,35.9,38.6,38.6,除權息資料,109年第4季,35,-7.52
92年08月06日,2450,神腦,30.2,26.2,4,權息,28,24.4,26.2,26.2,除權息資料,109年第4季,22.9,1.69
92年08月06日,2464,盟立,26.6,23.22,3.38,權息,24.8,21.6,23.2,23.22,除權息資料,109年第3季,20.29,2.09
92年08月06日,2489,瑞軒,41.5,34.06,7.44,權息,36.4,31.7,34.1,34.06,除權息資料,109年第4季,15.25,0.68
92年08月06日,2492,華新科,22.8,21.94,0.866,權息,23.4,20.5,21.9,21.94,除權息資料,109年第4季,79.5,13.66
92年08月06日,2603,長榮,22.9,22.25,0.65,權息,23.8,20.7,22.3,22.25,除權息資料,109年第3季,16.68,2.27
92年08月06日,2854,寶來證,16.8,15.53,1.27,權,16.6,14.45,15.5,15.53,除權息資料,,,
92年08月06日,3015,全漢,63.5,62.2,1.3,權,67.5,58,63.5,63.5,除權息資料,109年第3季,55.51,2.86
92年08月07日,1104,環泥,9.65,9.01,0.64,權,9.6,8.4,9,9.01,除權息資料,109年第3季,27.23,1.33
92年08月07日,1434,福懋,13.45,13.05,0.4,權,13.95,12.15,13.05,13.05,除權息資料,109年第4季,36.54,1.25
92年08月07日,1454,台富,5.5,5.23,0.27,權,5.55,4.87,5.25,5.23,除權息資料,109年第3季,12.02,-0.34
92年08月07日,1519,華城,11.95,11.55,0.4,息,12.35,10.75,11.55,11.55,除權息資料,109年第3季,12.95,1.16
92年08月07日,1522,堤維西,61.5,55.71,5.79,權息,59.5,52,55.5,55.71,除權息資料,109年第3季,20.11,0.46
92年08月07日,1537,廣隆,35.5,30.81,4.69,權息,32.9,28.7,30.8,30.81,除權息資料,109年第3季,46.54,7.91
92年08月07日,2006,東和鋼鐵,12.1,11.52,0.58,權,12.3,10.75,11.5,11.52,除權息資料,109年第3季,24.54,1.97
92年08月07日,2013,中鋼構,14.4,13.76,0.64,權息,14.7,12.8,13.75,13.76,除權息資料,109年第4季,24.88,3.26
92年08月07日,2317,鴻海,153,124.34,28.66,權息,133,116,124.5,124.34,除權息資料,109年第3季,87.36,4.03
92年08月07日,2354,鴻準,58,52.39,5.61,權,56,48.8,52.5,52.39,除權息資料,109年第3季,71.12,2.57
92年08月07日,2391,合勤,82.5,69.5,13,權息,74,65,69.5,69.5,除權息資料,,,
92年08月07日,2447,鼎新,26.9,23.49,3.41,權息,25.1,21.9,23.5,23.49,除權息資料,,,
92年08月07日,2467,志聖,30.1,27.94,2.16,權息,29.8,26,27.9,27.94,除權息資料,109年第4季,16.82,2.94
92年08月07日,2808,北商銀,16,15.23,0.77,權,16.2,14.2,15.2,15.23,除權息資料,,,
92年08月07日,2885,元大金,10.55,9.85,0.7,權息,10.5,9.2,9.85,9.85,除權息資料,109年第3季,20.32,1.61
92年08月07日,3024,憶聲,39.3,31.98,7.32,權息,34.2,29.8,32,31.98,除權息資料,109年第3季,9.46,0.28
92年08月07日,3050,鈺德,33,28.5,4.5,權息,30.4,26.6,28.5,28.5,除權息資料,109年第3季,15.93,0.72
92年08月08日,2393,億光,41.7,37.3,4.4,權息,39.9,34.7,37.3,37.3,除權息資料,109年第3季,38.56,2.06
92年08月08日,2816,旺旺保,13.6,12.02,1.58,權,12.85,11.2,12,12.02,除權息資料,109年第3季,25.77,2.76
92年08月08日,9943,好樂迪,25,23.8,1.2,息,25.4,22.2,23.8,23.8,除權息資料,109年第3季,26.46,3.2
92年08月11日,2615,萬海,34.8,29.44,5.36,權息,31.5,27.4,29.4,29.44,除權息資料,109年第3季,16.64,1.6
92年08月12日,1445,大宇,5.4,5.14,0.26,權,5.45,4.79,5.15,5.14,除權息資料,109年第3季,12.2,-0.35
92年08月12日,1531,高林股,61.5,59.2,2.3,息,63,55.5,59,59.2,除權息資料,109年第3季,19.12,-0.27
92年08月12日,1611,中電,8.9,8.4,0.5,息,8.95,7.85,8.4,8.4,除權息資料,109年第3季,12.91,0.19
92年08月12日,1709,和益,16.9,16.06,0.84,權息,17.1,14.95,16.1,16.06,除權息資料,109年第3季,14.68,0.85
92年08月12日,2336,致伸,17,15.75,1.25,權息,16.8,14.65,15.8,15.75,除權息資料,,,
92年08月12日,2493,揚博,11.8,10.94,0.86,權息,11.7,10.2,10.95,10.94,除權息資料,109年第3季,20.09,2.07
92年08月12日,2912,統一超,46.1,39.85,6.25,權息,42.6,37.1,39.9,39.85,除權息資料,109年第4季,34.65,9.85
92年08月12日,3036,文曄,35.6,31.87,3.739,權息,34.1,29.7,31.9,31.87,除權息資料,109年第4季,49.92,5.22
92年08月12日,3037,欣興,19,17.82,1.1857,權息,19,16.6,17.8,17.82,除權息資料,109年第4季,33,3.74
92年08月13日,1101,台泥,11.6,11.27,0.33,權息,12.05,10.5,11.25,11.27,除權息資料,109年第3季,32.61,3.15
92年08月13日,1101A,台泥特,26.5,25,1.5,息,26.7,23.3,25,25,除權息資料,109年第3季,32.61,3.15
92年08月13日,1477,聚陽,91,72.97,18.03,權息,78,68,73,72.97,除權息資料,109年第3季,43.1,7.18
92年08月13日,2397,友通,19.3,18.2,1.1,權息,19.4,17,18.2,18.2,除權息資料,109年第3季,25.48,2.86
92年08月13日,3034,聯詠,99.5,83.84,15.66,權息,89.5,78,84,83.84,除權息資料,109年第4季,65.64,19.42
92年08月13日,6142,友勁,31,25.23,5.77,權息,26.9,23.5,25.2,25.23,除權息資料,109年第3季,7.53,-1.16
92年08月14日,1216,統一,11.65,11.3,0.35,息,12.05,10.55,11.3,11.3,除權息資料,109年第3季,19.45,3.17
92年08月14日,1229,聯華,8.45,8.25,0.2,息,8.8,7.7,8.25,8.25,除權息資料,109年第3季,22.74,1.76
92年08月14日,1465,偉全,7.9,7.7,0.2,息,8.2,7.2,7.7,7.7,除權息資料,109年第3季,16.57,-0.25
92年08月14日,1524,耿鼎,15.5,14.76,0.74,權,15.7,13.75,14.75,14.76,除權息資料,109年第4季,13.33,0.21
92年08月14日,1720,生達,18.7,17.47,1.23,權息,18.6,16.3,17.5,17.47,除權息資料,109年第3季,21.3,2.04
92年08月14日,2109,華豐,14.55,13.53,1.02,權,14.45,12.6,13.55,13.53,除權息資料,109年第3季,8.51,0.64
92年08月14日,2434,統懋,14.75,14.37,0.38,權息,15.3,13.4,14.35,14.37,除權息資料,109年第4季,12.44,0
92年08月14日,2441,超豐,34.1,29.58,4.52,權息,31.6,27.6,29.6,29.58,除權息資料,109年第4季,31.64,4.68
92年08月14日,2472,立隆電,24.3,20.74,3.56,權,22.1,19.3,20.7,20.74,除權息資料,109年第3季,31.33,4.2
92年08月15日,2426,鼎元,13,12.27,0.73,權息,13.1,11.45,12.25,12.27,除權息資料,109年第3季,12.83,0.87
92年08月15日,2832,台產,11.85,11.17,0.68,權,11.95,10.4,11.15,11.17,除權息資料,109年第3季,25.59,1.53
92年08月15日,2833,台壽保,33,30,3,權,32.1,27.9,30,30,除權息資料,109年第3季,25.51,2.85
92年08月15日,3036T,文曄丙,42.4,39.21,3.19,權,41.9,36.5,39.2,39.21,除權息資料,109年第4季,49.92,5.22
92年08月15日,3045,台灣大,27.5,24.51,2.99,權息,26.2,22.8,24.5,24.51,除權息資料,109年第3季,22.51,3.27
92年08月18日,1102,亞泥,14.85,14.35,0.5,息,15.3,13.35,14.35,14.35,除權息資料,109年第3季,42.38,3.3
92年08月18日,1515,力山,13.4,12.87,0.53,權息,13.75,12,12.85,12.87,除權息資料,109年第4季,20.59,4.5
92年08月18日,1736,喬山,80,65.83,14.17,權息,70,61.5,66,65.83,除權息資料,109年第3季,28.81,0.63
92年08月18日,2856,元富證,11.35,10.69,0.66728,權息,11.4,9.95,10.7,10.69,除權息資料,109年第4季,16.13,1.19
92年08月18日,3011,今皓,26.5,23.99,2.515376,權息,25.6,22.4,24,23.99,除權息資料,109年第4季,8.51,-0.8
92年08月18日,9939,宏全,49.1,43.27,5.8313,權息,46.2,40.3,43.3,43.27,除權息資料,109年第3季,43.75,5.06
92年08月19日,1905,華紙,16.5,16.3,0.2,權,17.4,15.2,16.3,16.3,除權息資料,109年第3季,13.43,-0.2
92年08月19日,2399,映泰,37.3,33.11,4.19,權,35.4,30.8,33.1,33.11,除權息資料,109年第3季,11.85,0.6
92年08月19日,2454,聯發科,417,293.86,123.14,權息,314,274,294,293.86,除權息資料,109年第3季,213.82,16.65
92年08月19日,9942,茂順,44.4,38.81,5.59,權息,41.5,36.1,38.8,38.81,除權息資料,109年第3季,34.92,3.29
92年08月20日,1310,台苯,36.2,32.7,3.5,權息,34.9,30.5,32.7,32.7,除權息資料,109年第3季,11.85,-0.29
92年08月20日,1402,遠東新,15.6,14.29,1.31,權息,15.2,13.3,14.3,14.29,除權息資料,109年第3季,37.53,1.34
92年08月20日,2414,精技,20.1,17.07,3.03,權,18.2,15.9,17.1,17.07,除權息資料,109年第3季,16.66,1.74
92年08月20日,2440,太空梭,10.9,10.45,0.45,權,11.15,9.75,10.45,10.45,除權息資料,109年第3季,8.57,1.13
92年08月20日,2499,東貝,37.7,32.52,5.18,權息,34.7,30.3,32.5,32.52,除權息資料,108年第4季,-5.27,-16
92年08月20日,3035,智原,103,79.76,23.24,權息,85,74.5,80,79.76,除權息資料,109年第4季,25.32,1.08
92年08月21日,1616,億泰,10.05,9.13,0.92,權,9.75,8.5,9.15,9.13,除權息資料,109年第3季,8.05,0.03
92年08月21日,2377,微星,74.5,62.31,12.19,權息,66.5,58,62.5,62.31,除權息資料,109年第3季,39.46,7.06
92年08月21日,2437,旺詮,21.4,19.4,2.0046,權息,20.7,18.1,19.4,19.4,除權息資料,106年第1季,47.47,0.48
92年08月21日,2451,創見,91,77.87,13.13,權息,83,72.5,78,77.87,除權息資料,109年第4季,43.52,2.79
92年08月21日,2481,強茂,35.1,32.73,2.3738,權息,35,30.5,32.7,32.73,除權息資料,109年第3季,19.84,2.05
92年08月21日,2891,中信金,28.8,25.94,2.86,權,27.7,24.2,25.9,25.94,除權息資料,109年第3季,18.62,1.8
92年08月21日,3006,晶豪科,101,86.52,14.48,權息,92.5,80.5,86.5,86.52,除權息資料,109年第4季,30.43,3.85
92年08月21日,9925,新保,15.9,14.66,1.24,權息,15.6,13.65,14.65,14.66,除權息資料,109年第3季,24.29,1.88
92年08月21日,9938,百和,31.8,26.13,5.67,權息,27.9,24.4,26.1,26.13,除權息資料,109年第3季,31.59,3.84
92年08月22日,1533,車王電,48.1,43.9,4.2,權息,46.9,40.9,43.9,43.9,除權息資料,109年第3季,24.63,0.25
92年08月22日,1533S,車王乙,51.5,48.58,2.92,權,51.5,45.2,48.6,48.58,除權息資料,109年第3季,24.63,0.25
92年08月22日,2311,日月光,27,24.54,2.46,權,26.2,22.9,24.5,24.54,除權息資料,109年第4季,18.89,2.81
92年08月22日,3039,宏傳,17.8,16.11,1.69,權,17.2,15,16.1,16.11,除權息資料,,,
92年08月25日,1735,日勝化,31,26.59,4.41,權息,28.4,24.8,26.6,26.59,除權息資料,109年第3季,14.27,0.23
92年08月25日,2430,燦坤,48.9,48.41,0.49,權,51.5,45.1,48.4,48.41,除權息資料,109年第4季,28.76,1.85
92年08月25日,2461,光群雷,32.9,28.91,3.9988,權息,30.9,26.9,28.9,28.91,除權息資料,109年第3季,15.89,0.7
92年08月25日,2545,皇翔,11.8,10.76,1.04,權息,11.5,10.05,10.75,10.76,除權息資料,109年第3季,33.4,3.87
92年08月25日,9934,成霖,45.2,33.01,12.198377,權息,35.3,30.7,33,33.01,除權息資料,109年第3季,14.63,0.34
92年08月26日,1618,合機,13.7,13.3,0.4,權,14.2,12.4,13.3,13.3,除權息資料,109年第3季,17.48,0.83
92年08月27日,2373,震旦行,23.5,22.5,1,息,24,21,22.5,22.5,除權息資料,109年第2季,27.35,2.3
92年08月28日,1532,勤美,31.1,28.55,2.55,權息,30.5,26.6,28.6,28.55,除權息資料,109年第3季,30.2,0.36
92年08月28日,1704,榮化,13.4,12.33,1.07,權息,13.15,11.5,12.35,12.33,除權息資料,107年第3季,36.73,2.83
92年08月28日,2027,大成鋼,8.1,7.9,0.2,息,8.45,7.35,7.9,7.9,除權息資料,109年第3季,17.86,-0.83
92年08月28日,2376,技嘉,71.5,64.28,7.22,權息,68.5,60,64.5,64.28,除權息資料,109年第3季,40.22,5.15
92年08月28日,2376W,技嘉己,78,74.28,3.72,權,79,69.5,74.5,74.28,除權息資料,109年第3季,40.22,5.15
92年08月28日,2498,宏達電,132,104.69,27.31,權息,112,97.5,104.5,104.69,除權息資料,109年第3季,37.78,-5.98
92年08月28日,3029,零壹,13,11.86,1.14,權,12.65,11.05,11.85,11.86,除權息資料,109年第4季,21.15,3.55
92年08月28日,3058,立德,16.7,14.27,2.43,權息,15.2,13.3,14.25,14.27,除權息資料,109年第3季,12.15,-0.45
92年08月29日,2032,新鋼,24.1,23.62,0.48,權,25.2,22,23.6,23.62,除權息資料,109年第3季,12.94,0.46
92年08月29日,2390,云辰,11.6,10.99,0.61,權息,11.75,10.25,11,10.99,除權息資料,109年第3季,10.73,0.88
92年08月29日,3061,璨圓,63.5,44.41,19.09,權,47.5,41.4,44.4,44.41,除權息資料,104年第2季,11.61,-1.8
92年09月01日,2104,國際中橡,10.25,9.95,0.3,權,10.6,9.3,9.95,9.95,除權息資料,109年第3季,30.06,0.24
92年09月01日,2474,可成,101,86.65,14.35,權息,92.5,81,86.5,86.65,除權息資料,109年第4季,207.42,27.65
92年09月01日,4532,瑞智,16,14.95,1.05341,權息,15.9,13.95,14.95,14.95,除權息資料,109年第3季,15.97,1.13
92年09月01日,6119,大傳,50.5,43.07,7.43,權息,46,40.1,43.1,43.07,除權息資料,,,
92年09月02日,1730,花仙子,11.2,11.07,0.13,權,11.95,10.3,11.2,11.2,除權息資料,109年第4季,27.5,5.51
92年09月02日,2462,良得電,16.5,15.88,0.62,權息,16.9,14.8,15.9,15.88,除權息資料,109年第3季,18.06,0.84
92年09月02日,3026,禾伸堂,53.5,47.82,5.68866,權息,51,44.5,47.8,47.82,除權息資料,109年第4季,58.28,8.31
92年09月03日,1729,必翔,108,98.61,9.39,權息,105.5,92,98.5,98.61,除權息資料,105年第4季,14.43,-0.14
92年09月04日,2515,中工,4.67,4.49,0.18,權,4.8,4.18,4.49,4.49,除權息資料,109年第3季,12.89,0.26
92年09月04日,6012,金鼎證,7.8,7.33,0.474065,權息,7.8,6.85,7.35,7.33,除權息資料,,,
92年09月05日,2609,陽明,29.7,29.1,0.6,息,31.1,27.1,29.1,29.1,除權息資料,109年第3季,7.4,0.71
92年09月08日,1436,華友聯,9.3,8,1.3,權息,8.55,7.45,8,8,除權息資料,109年第3季,28.5,2.43
92年09月09日,1306,合發,13.3,11.87,1.43,權,12.7,11.05,11.85,11.87,除權息資料,,,
92年09月09日,2023,燁輝,28.3,24.82,3.48,權,26.5,23.1,24.8,24.82,除權息資料,109年第3季,13.6,0.16
92年09月09日,2033,佳大,11.6,10.76,0.84,權息,11.5,10.05,10.75,10.76,除權息資料,109年第4季,12.91,0
92年09月09日,2420,新巨,25.6,22.57,3.03,權息,24.1,21,22.6,22.57,除權息資料,109年第4季,21.07,2.9
92年09月09日,2701,萬企,10.6,10.43,0.17,息,11.15,9.7,10.45,10.43,除權息資料,109年第3季,16.31,0.26
92年09月09日,2706,第一店,17,15.54,1.46,權息,16.6,14.5,15.5,15.54,除權息資料,109年第3季,17.58,0.16
